asin,title,actors,box_office,country,director,genre,language,metascore,production,rated,released,runtime,type,writer,year,imdb_id,imdb_rating,imdb_votes
6300215962,Hud,"Paul Newman, Melvyn Douglas, Patricia Neal, Brandon De Wilde",N/A,USA,Martin Ritt,Drama,English,N/A,Paramount Pictures,APPROVED,29 May 1963,112 min,movie,"Irving Ravetch (screenplay), Harriet Frank Jr. (screenplay), Larry McMurtry (from a novel by)",1963,tt0057163,7.9,"16,378"
B0006GAO54,'Angel': Season One,"David Greenwalt, David Boreanaz, Kelly A. Manners, Tim Minear",N/A,USA,N/A,"Documentary, Short",English,N/A,N/A,N/A,11 Feb 2003,11 min,movie,N/A,2003,tt0456110,8.3,70
0792108280,Stalag 17,"William Holden, Don Taylor, Otto Preminger, Robert Strauss",N/A,USA,Billy Wilder,"Drama, War","English, German, Russian",N/A,Paramount Home Video,NOT RATED,10 Aug 1953,120 min,movie,"Billy Wilder (written for the screen by), Edwin Blum (written for the screen by), Donald Bevan (based on the play by), Edmund Trzcinski (based on the play by)",1953,tt0046359,8.0,"45,383"
6300988767,Fatal Attraction,"Michael Douglas, Glenn Close, Anne Archer, Ellen Latzen",N/A,USA,Adrian Lyne,"Drama, Thriller",English,67,Paramount Pictures,R,18 Sep 1987,119 min,movie,"James Dearden (screenplay), James Dearden (short film)",1987,tt0093010,6.9,"60,587"
B006512BFU,Shame,"Michael Fassbender, Lucy Walters, Mari-Ange Ramirez, James Badge Dale","$2,971,782",UK,Steve McQueen,Drama,English,72,Fox Searchlight,NC-17,13 Jan 2012,101 min,movie,"Steve McQueen, Abi Morgan, Harold Manning (french adaptation)",2011,tt1723811,7.2,"159,634"
B0012KJ0CG,The Eye,"Jessica Alba, Alessandro Nivola, Parker Posey, Rade Serbedzija","$31,400,000","USA, Canada","David Moreau, Xavier Palud","Horror, Mystery, Thriller","English, Spanish",36,Lionsgate Films,PG-13,01 Feb 2008,98 min,movie,"Sebastian Gutierrez (screenplay), Yuet-Jan Hui, Oxide Chun Pang, Danny Pang",2008,tt0406759,5.4,"46,660"
6302479487,Suspect,"Cher, Dennis Quaid, Liam Neeson, John Mahoney",N/A,USA,Peter Yates,"Crime, Drama, Thriller",English,N/A,Sony Pictures Home Entertainment,R,23 Oct 1987,121 min,movie,Eric Roth,1987,tt0094082,6.6,"7,581"
B001MZ5W3M,Pride and Glory,"Colin Farrell, Edward Norton, Jon Voight, Noah Emmerich","$15,709,385","USA, Germany",Gavin O'Connor,"Crime, Drama, Thriller","English, Spanish",45,New Line Cinema,R,24 Oct 2008,130 min,movie,"Joe Carnahan (screenplay), Gavin O'Connor (screenplay), Gavin O'Connor (story), Greg O'Connor (story), Robert Hopes (story)",2008,tt0482572,6.7,"55,242"
0790740796,Just Cause,"Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood",N/A,USA,Arne Glimcher,"Action, Crime, Drama",English,N/A,Warner Home Video,R,17 Feb 1995,102 min,movie,"John Katzenbach (novel), Jeb Stuart (screenplay), Peter Stone (screenplay)",1995,tt0113501,6.4,"21,048"
B0015U0QVW,Over Her Dead Body,"Eva Longoria, Paul Rudd, Lake Bell, Jason Biggs","$7,485,689",USA,Jeff Lowell,"Comedy, Fantasy, Romance",English,30,New Line Cinema,PG-13,01 Feb 2008,95 min,movie,Jeff Lowell,2008,tt0785007,5.2,"22,169"
B00A2H9VKG,Promised Land,"Matt Damon, Benjamin Sheeler, Terry Kinney, Carla Bianco","$7,600,000","USA, United Arab Emirates",Gus Van Sant,Drama,English,55,Focus Features,R,04 Jan 2013,106 min,movie,"John Krasinski (screenplay), Matt Damon (screenplay), Dave Eggers (story)",2012,tt2091473,6.6,"32,422"
6302645891,Raise the Red Lantern,"Li Gong, Saifei He, Cuifen Cao, Jingwu Ma",N/A,"China, Hong Kong, Taiwan",Yimou Zhang,"Drama, History, Romance",Mandarin,N/A,China Film Co-Production Corporation,PG,18 Dec 1991,125 min,movie,"Su Tong (novel), Ni Zhen",1991,tt0101640,8.2,"22,889"
B0000640VR,Impostor,"Gary Sinise, Madeleine Stowe, Vincent D'Onofrio, Tony Shalhoub","$5,250,001",USA,Gary Fleder,"Drama, Mystery, Sci-Fi",English,33,Dimension Films,R,04 Jan 2002,95 min,movie,"Philip K. Dick (short story ""The Impostor""), Scott Rosenberg (adaptation), Caroline Case (screenplay), Ehren Kruger (screenplay), David Twohy (screenplay)",2001,tt0160399,6.2,"20,867"
6301321332,Accidental Tourist,N/A,,Israel,N/A,N/A,English,N/A,,N/A,13 Jul 2009,350 min,series,"Shiri Kleinman, Timi Levi Sela",2009–,tt1486209,N/A,N/A
B000SK5Z20,Wind Chill,"Emily Blunt, Ashton Holmes, Martin Donovan, Ned Bellamy",N/A,"USA, UK",Gregory Jacobs,"Drama, Horror, Thriller",English,52,Sony Pictures,R,03 Aug 2007,91 min,movie,"Joe Gangemi, Steven Katz",2007,tt0486051,5.9,"18,995"
B0000AZVEN,The Magdalene Sisters,"Geraldine McEwan, Anne-Marie Duff, Nora-Jane Noone, Dorothy Duffy",N/A,"Ireland, UK",Peter Mullan,Drama,"English, Latin",83,Miramax Films,R,29 Aug 2003,114 min,movie,Peter Mullan,2002,tt0318411,7.8,"23,385"
0767827740,Welcome to the Dollhouse,"Heather Matarazzo, Victoria Davis, Christina Brucato, Christina Vidal",N/A,USA,Todd Solondz,"Comedy, Drama",English,83,Sony Pictures Classics,R,24 May 1996,88 min,movie,Todd Solondz,1995,tt0114906,7.4,"28,151"
6304891784,Destroy All Monsters,"Akira Kubo, Jun Tazaki, Yukiko Kobayashi, Yoshio Tsuchiya",N/A,Japan,Ishirô Honda,"Action, Horror, Sci-Fi",Japanese,N/A,American International Pictures,G,23 May 1969,88 min,movie,"Ishirô Honda, Takeshi Kimura",1968,tt0063172,6.6,"3,494"
6305892806,Mansfield Park,"Hannah Taylor Gordon, Talya Gordon, Lindsay Duncan, Bruce Byron",N/A,UK,Patricia Rozema,"Comedy, Drama, Romance",English,71,Miramax,PG-13,25 Dec 1999,112 min,movie,"Jane Austen (novel), Patricia Rozema",1999,tt0178737,7.1,"18,252"
B00003CXQX,The Emperor's New Groove,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton","$87,320,505",USA,Mark Dindal,"Animation, Adventure, Comedy",English,70,Buena Vista Pictures,G,15 Dec 2000,78 min,movie,"Chris Williams (story by), Mark Dindal (story by), David Reynolds (screenplay by), Stephen J. Anderson (additional story material by), Don Hall (additional story material by), John Norton (additional story material by), Roger Allers (based on an original story by), Matthew Jacobs (based on an original story by), Doug Frankel (additional story), Mark Kennedy (additional story), Mark Walton (additional story)",2000,tt0120917,7.3,"143,478"
B000T988I8,Georgia Rule,"Jane Fonda, Lindsay Lohan, Felicity Huffman, Dermot Mulroney","$18,882,880",USA,Garry Marshall,"Comedy, Drama",English,25,Universal Pictures,R,11 May 2007,113 min,movie,Mark Andrus,2007,tt0791304,5.9,"21,508"
B0018TAFQ6,Dead Space: Downfall,"Nika Futterman, Keith Szarabajka, Jim Cummings, Kevin Michael Richardson",N/A,USA,Chuck Patton,"Animation, Horror, Sci-Fi",English,N/A,Anchor Bay,NOT RATED,28 Oct 2008,74 min,movie,"Jimmy Palmiotti (screenplay), Justin Gray (screenplay), Glen A. Schofield (story and characters based on ""Dead Space""), Warren Ellis (story and characters based on ""Dead Space""), Rick Remender (story and characters based on ""Dead Space""), Antony Johnston (story and characters based on ""Dead Space"")",2008,tt1267379,6.4,"8,819"
B00003CXWL,Heartbreakers,"Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee",N/A,USA,David Mirkin,"Comedy, Crime, Romance","English, Russian",47,MGM,PG-13,23 Mar 2001,123 min,movie,"Robert Dunn, Paul Guay, Stephen Mazur",2001,tt0125022,6.2,"46,461"
B00005JPO4,Nancy Drew,"Emma Roberts, Craig Gellis, Rich Cooper, Max Thieriot","$25,498,513",USA,Andrew Fleming,"Comedy, Crime, Family",English,53,Warner Bros. Pictures,PG,15 Jun 2007,99 min,movie,"Andrew Fleming (screenplay), Tiffany Paulsen (screenplay), Tiffany Paulsen (story), Mildred Wirt Benson (characters)",2007,tt0479500,5.9,"17,023"
B00005RYLX,Rat Race,"Breckin Meyer, Jenica Bergere, Cuba Gooding Jr., Carrie Diamond","$55,843,381",USA,Jerry Zucker,"Adventure, Comedy",English,52,Paramount Pictures,PG-13,17 Aug 2001,112 min,movie,Andy Breckman,2001,tt0250687,6.4,"97,961"
B008RV5K4U,"Batman: The Dark Knight Returns, Part 1","Peter Weller, Ariel Winter, David Selby, Wade Williams",N/A,USA,Jay Oliva,"Animation, Action, Adventure",English,N/A,WARNER BROTHERS PICTURES,PG-13,25 Sep 2012,76 min,movie,"Bob Kane (character created by: Batman), Frank Miller (comic book), Klaus Janson (comic book), Bob Goodman",2012,tt2313197,8.0,"42,023"
B000068MBI,High Crimes,"Ashley Judd, Morgan Freeman, Jim Caviezel, Adam Scott",N/A,USA,Carl Franklin,"Crime, Drama, Mystery","English, Spanish",48,N/A,PG-13,05 Apr 2002,115 min,movie,"Joseph Finder (novel), Yuri Zeltser (screenplay), Grace Cary Bickley (screenplay)",2002,tt0257756,6.3,"32,827"
0764007211,One Magic Christmas,"Mary Steenburgen, Gary Basaraba, Harry Dean Stanton, Arthur Hill",N/A,"Canada, USA",Phillip Borsos,"Family, Fantasy",English,N/A,Walt Disney Productions,G,22 Nov 1985,89 min,movie,"Thomas Meehan (story), Phillip Borsos (story), Barry Healey (story), Thomas Meehan",1985,tt0089731,6.7,"2,350"
B008JFUQ16,Despicable Me 2,"Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","$368,049,635","USA, France, Japan","Pierre Coffin, Chris Renaud","Animation, Adventure, Comedy","English, Ukrainian",62,Universal Pictures,PG,03 Jul 2013,98 min,movie,"Cinco Paul, Ken Daurio",2013,tt1690953,7.4,"316,074"
6301661761,Escape from the Planet of the Apes,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy",N/A,USA,Don Taylor,"Action, Sci-Fi",English,69,Fox,G,09 Jul 1971,98 min,movie,"Paul Dehn, Pierre Boulle (based upon characters created by)",1971,tt0067065,6.3,"26,748"
0783227094,Street Fighter,"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa",N/A,"Japan, USA",Steven E. de Souza,"Action, Adventure, Comedy","English, Japanese, Esperanto",N/A,MCA Universal Home Video,PG-13,23 Dec 1994,102 min,movie,Steven E. de Souza,1994,tt0111301,3.8,"56,383"
0783229364,The Secret of My Success,"Shirley Jones, Stella Stevens, Honor Blackman, James Booth",N/A,UK,Andrew L. Stone,Comedy,English,N/A,N/A,APPROVED,20 Dec 1965,112 min,movie,Andrew L. Stone,1965,tt0059694,5.2,195
6300270033,The Outsiders,"C. Thomas Howell, Matt Dillon, Ralph Macchio, Patrick Swayze",N/A,"USA, France",Francis Ford Coppola,"Crime, Drama",English,38,Warner Bros. Pictures,PG,25 Mar 1983,91 min,movie,"Kathleen Rowell (screenplay), S.E. Hinton (novel)",1983,tt0086066,7.2,"62,310"
B00007AP31,Red Dwarf: The Beginning - Series I,"Chris Barrie, Craig Charles, Danny John-Jules, Norman Lovett",N/A,UK,Andrew Ellard,Documentary,English,N/A,N/A,N/A,12 Nov 2007,N/A,movie,N/A,2007,tt1343105,8.1,15
6304258984,The Rock,"Sean Connery, Nicolas Cage, Ed Harris, John Spencer",N/A,USA,Michael Bay,"Action, Adventure, Thriller",English,58,Disney,R,07 Jun 1996,136 min,movie,"David Weisberg (story), Douglas Cook (story), David Weisberg (screenplay), Douglas Cook (screenplay), Mark Rosner (screenplay)",1996,tt0117500,7.4,"275,697"
B0079ZWTOO,Goon,"Seann William Scott, Jay Baruchel, Alison Pill, Liev Schreiber","$840,657","USA, Canada",Michael Dowse,"Comedy, Sport","English, French",64,Magnolia Pictures,R,24 Feb 2012,92 min,movie,"Jay Baruchel, Evan Goldberg, Adam Frattasio (based on the book by), Douglas Smith (based on the book by)",2011,tt1456635,6.8,"75,666"
B004EPZ0AC,Happy Feet Two,"Carlos Alazraqui, Lombardo Boyar, Jeffrey Garcia, Johnny A. Sanchez","$63,992,328",Australia,"George Miller, Gary Eck(co-director), David Peers(co-director)","Animation, Comedy, Family",English,50,Warner Bros. Pictures,PG,18 Nov 2011,100 min,movie,"George Miller, Gary Eck, Warren Coleman, Paul Livingston",2011,tt1402488,5.9,"35,125"
B007REV4LQ,Seven Psychopaths,"Michael Pitt, Michael Stuhlbarg, Sam Rockwell, Colin Farrell","$15,000,000",UK,Martin McDonagh,"Comedy, Crime","English, Vietnamese",66,CBS Films,R,12 Oct 2012,110 min,movie,Martin McDonagh,2012,tt1931533,7.2,"202,686"
B00EV4EUT8,Lee Daniels' The Butler,"Forest Whitaker, David Banner, Michael Rainey Jr., LaJessie Smith","$116,631,310",USA,Lee Daniels,"Biography, Drama",English,66,The Weinstein Company,PG-13,16 Aug 2013,132 min,movie,"Danny Strong, Wil Haygood (article)",2013,tt1327773,7.2,"95,497"
6303122876,The Dark Crystal,"Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz",N/A,"USA, UK","Jim Henson, Frank Oz","Adventure, Family, Fantasy",English,N/A,Sony Pictures Home Entertainment,PG,17 Dec 1982,93 min,movie,"David Odell (screenplay), Jim Henson (story)",1982,tt0083791,7.2,"45,355"
B000063K0V,L.I.E.,"Paul Dano, Bruce Altman, Billy Kay, James Costa",N/A,USA,Michael Cuesta,"Crime, Drama",English,73,Lot 47 Films,R,29 Nov 2002,97 min,movie,"Stephen M. Ryder, Michael Cuesta, Gerald Cuesta",2001,tt0242587,7.2,"8,869"
0792140346,Primal Fear,"Richard Gere, Laura Linney, John Mahoney, Alfre Woodard",N/A,USA,Gregory Hoblit,"Crime, Drama, Mystery","English, Spanish",47,Paramount Pictures,R,03 Apr 1996,129 min,movie,"William Diehl (novel), Steve Shagan (screenplay), Ann Biderman (screenplay)",1996,tt0117381,7.7,"145,798"
6300181405,Play Misty for Me,"Clint Eastwood, Jessica Walter, Donna Mills, John Larch",N/A,USA,Clint Eastwood,Thriller,English,78,MCA Universal Home Video,R,12 Nov 1971,102 min,movie,"Jo Heims (screenplay), Dean Riesner (screenplay), Jo Heims (story)",1971,tt0067588,7.0,"20,944"
B000BMY2L0,Godzilla: Final Wars,"Masahiro Matsuoka, Rei Kikukawa, Don Frye, Maki Mizuno",N/A,"Japan, Australia, China",Ryûhei Kitamura,"Action, Adventure, Fantasy","Cantonese, English, Japanese",N/A,Sony Pictures Home Entertainment,PG-13,04 Dec 2004,125 min,movie,"Isao Kiriyama (screenplay), Ryûhei Kitamura (screenplay), Wataru Mimura (story), Shogo Tomiyama (story)",2004,tt0399102,6.5,"5,791"
B0000AZT76,Willard,"Crispin Glover, R. Lee Ermey, Laura Harring, Jackie Burroughs","$6,779,751","Canada, USA",Glen Morgan,"Drama, Horror, Sci-Fi",English,61,New Line Cinema,PG-13,14 Mar 2003,100 min,movie,"Glen Morgan (screenplay), Gilbert Ralston, Stephen Gilbert (book)",2003,tt0310357,6.2,"15,873"
157492592X,Streets of Laredo,"James Garner, Sissy Spacek, Sam Shepard, Ned Beatty",,USA,N/A,"Drama, Western",English,N/A,,N/A,12 Nov 1995,300 min,series,N/A,1995,tt0112041,7.4,"1,437"
1572528338,In the Realm of the Senses,"Tatsuya Fuji, Eiko Matsuda, Aoi Nakajima, Yasuko Matsui",N/A,"Japan, France",Nagisa Ôshima,"Biography, Drama, Horror",Japanese,N/A,Surrogate,NC-17,01 Apr 1977,109 min,movie,Nagisa Ôshima,1976,tt0074102,6.6,"14,620"
B00005LC4K,Frankenstein Meets the Wolf Man,"Lon Chaney Jr., Ilona Massey, Patric Knowles, Lionel Atwill",N/A,USA,Roy William Neill,"Fantasy, Horror, Sci-Fi",English,N/A,MCA Universal Home Video,APPROVED,05 Mar 1943,74 min,movie,Curt Siodmak (original screenplay),1943,tt0035899,6.6,"6,149"
6305784906,The World Is Not Enough,"Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards",N/A,"UK, USA",Michael Apted,"Action, Adventure, Thriller","English, Russian, Spanish",57,United Artists,PG-13,19 Nov 1999,128 min,movie,"Neal Purvis (story), Robert Wade (story), Neal Purvis (screenplay), Robert Wade (screenplay), Bruce Feirstein (screenplay)",1999,tt0143145,6.4,"166,128"
6303568203,V: The Final Battle,"Jane Badler, Michael Durrell, Robert Englund, Faye Grant",,USA,N/A,"Action, Sci-Fi",English,N/A,,TV-14,06 May 1984,272 min,series,N/A,1984,tt0086823,7.7,"5,854"
B000GUJYZQ,Ice Age: The Meltdown,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott","$195,300,000",USA,Carlos Saldanha,"Animation, Action, Adventure",English,58,20th Century Fox,PG,31 Mar 2006,91 min,movie,"Peter Gaulke (screenplay), Gerry Swallow (screenplay), Jim Hecht (screenplay), Peter Gaulke (story), Gerry Swallow (story)",2006,tt0438097,6.8,"212,777"
B004ULNJF8,Blitz,"Jason Statham, Paddy Considine, Aidan Gillen, Zawe Ashton","$266,148","UK, France, USA",Elliott Lester,"Action, Crime, Thriller",English,N/A,Lionsgate,R,20 May 2011,97 min,movie,"Nathan Parker (screenplay), Ken Bruen (novel)",2011,tt1297919,6.2,"72,913"
B000ATQYWY,Kolchak: The Night Stalker,"Darren McGavin, Simon Oakland, Jack Grinnage, Ruth McDevitt",,USA,N/A,"Comedy, Horror, Mystery",English,N/A,,N/A,13 Sep 1974,51 min,series,Jeffrey Grant Rice,1974–1975,tt0071003,8.6,"3,009"
B00005JL6X,Rose Red,"Nancy Travis, Matt Keeslar, Kimberly J. Brown, David Dukes",,"USA, Canada",N/A,"Horror, Mystery, Thriller",English,N/A,,PG-13,27 Jan 2002,254 min,series,N/A,2002–,tt0259153,6.7,"18,887"
6304877811,Meet John Doe,"Gary Cooper, Barbara Stanwyck, Edward Arnold, Walter Brennan",N/A,USA,Frank Capra,"Comedy, Drama, Romance",English,N/A,Madacy Entertainment,PASSED,03 May 1941,122 min,movie,"Richard Connell (based on a story by), Robert Presnell Sr. (based on a story by), Robert Riskin (screen play)",1941,tt0033891,7.7,"9,971"
B000056T5E,Book of Shadows: Blair Witch 2,"Kurt Loder, Chuck Scarborough, Bruce D. Reed, Jeffrey Donovan",N/A,USA,Joe Berlinger,"Adventure, Fantasy, Horror","English, German",15,Artisan Entertainment,R,27 Oct 2000,90 min,movie,"Daniel Myrick (characters), Eduardo Sánchez (characters), Dick Beebe, Joe Berlinger",2000,tt0229260,4.0,"31,791"
B0018CNNV2,The House Bunny,"Anna Faris, Colin Hanks, Emma Stone, Kat Dennings","$48,237,389",USA,Fred Wolf,"Comedy, Romance",English,55,Sony Pictures/Columbia,PG-13,22 Aug 2008,97 min,movie,"Karen McCullah, Kirsten Smith",2008,tt0852713,5.5,"68,689"
B001MEJY8W,Martyrs,"Morjana Alaoui, Mylène Jampanoï, Catherine Bégin, Robert Toupin",N/A,"France, Canada",Pascal Laugier,Horror,French,N/A,Bir Film,R,03 Sep 2008,99 min,movie,Pascal Laugier,2008,tt1029234,7.1,"66,520"
1575239701,The Phantom of the Opera,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson","$51,193,556","UK, USA",Joel Schumacher,"Drama, Musical, Romance","English, Italian",40,Warner Bros. Pictures,PG-13,22 Dec 2004,143 min,movie,"Gaston Leroux (novel), Andrew Lloyd Webber (book), Andrew Lloyd Webber (screenplay), Joel Schumacher (screenplay)",2004,tt0293508,7.3,"102,712"
B00003CY27,Sordid Lives,"Olivia Newton-John, Kirk Geiger, Sarah Hunley, Newell Alexander",N/A,USA,Del Shores,"Comedy, Romance",English,47,Regent Entertainment,R,11 May 2001,111 min,movie,"Del Shores (play), Del Shores (screenplay)",2000,tt0204640,6.8,"2,476"
6303159966,Cujo,"Dee Wallace, Danny Pintauro, Daniel Hugh Kelly, Christopher Stone",N/A,USA,Lewis Teague,"Horror, Thriller",English,57,Warner Bros.,R,12 Aug 1983,93 min,movie,"Stephen King (novel), Don Carlos Dunaway, Lauren Currier",1983,tt0085382,6.0,"30,753"
0790740249,Copycat,"Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara",N/A,USA,Jon Amiel,"Drama, Mystery, Thriller",English,54,Warner Home Video,R,27 Oct 1995,123 min,movie,"Ann Biderman, David Madsen",1995,tt0112722,6.6,"45,327"
6302700949,The Mark of Zorro,"Tyrone Power, Linda Darnell, Basil Rathbone, Gale Sondergaard",N/A,USA,Rouben Mamoulian,"Action, Adventure, Romance","English, Spanish",N/A,20th Century Fox,APPROVED,08 Nov 1940,94 min,movie,"John Taintor Foote (screenplay), Garrett Fort (adaptation), Bess Meredyth (adaptation), Johnston McCulley (story ""The Curse of Capistrano"")",1940,tt0032762,7.6,"7,930"
B000KLQUUS,Cocaine Cowboys,"Jon Roberts, Al Sunshine, Sam Burstyn, Mickey Munday",N/A,USA,Billy Corben,"Documentary, Crime, History",English,59,Magnolia Pictures,R,23 Nov 2007,118 min,movie,N/A,2006,tt0380268,7.9,"11,255"
630266523X,The Hitchhiker's Guide to the Galaxy,"Bill Bailey, Anna Chancellor, Warwick Davis, Yasiin Bey","$51,019,112","UK, USA",Garth Jennings,"Adventure, Comedy, Sci-Fi",English,63,Buena Vista,PG,29 Apr 2005,109 min,movie,"Douglas Adams (book), Douglas Adams (screenplay), Karey Kirkpatrick (screenplay)",2005,tt0371724,6.8,"165,904"
6301966244,"Duck, You Sucker","Rod Steiger, James Coburn, Romolo Valli, Maria Monti",N/A,"Italy, Spain",Sergio Leone,"War, Western","Italian, Spanish",77,United Artists,PG,07 Jul 1972,138 min,movie,"Sergio Leone (story), Sergio Donati (story), Luciano Vincenzoni (screenplay), Sergio Donati (screenplay), Sergio Leone (screenplay), Roberto De Leonardis (dialogue adaptation), Carlo Tritto (dialogue adaptation)",1971,tt0067140,7.7,"23,616"
B001NLJ3N0,The Secret Life of Bees,"Dakota Fanning, Queen Latifah, Jennifer Hudson, Alicia Keys","$37,665,012",USA,Gina Prince-Bythewood,Drama,English,57,Fox Searchlight,PG-13,17 Oct 2008,114 min,movie,"Gina Prince-Bythewood (screenplay), Sue Monk Kidd (novel)",2008,tt0416212,7.3,"21,302"
B0012QE4Q2,The Other Boleyn Girl,"Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess","$26,800,000","UK, USA",Justin Chadwick,"Biography, Drama, History",English,50,Sony Pictures/Columbia,PG-13,29 Feb 2008,115 min,movie,"Peter Morgan (screenplay), Philippa Gregory (novel)",2008,tt0467200,6.7,"90,285"
1573629219,Jesus,"Jeremy Sisto, Debra Messing, Armin Mueller-Stahl, Jacqueline Bisset",N/A,"Czech Republic, Italy, Germany, USA",Roger Young,"Biography, Drama, History",English,N/A,N/A,NOT RATED,14 May 2000,240 min,movie,Suzette Couture (teleplay),1999,tt0199232,6.0,"2,415"
B00094ARN2,Beyond the Sea,"Kevin Spacey, Kate Bosworth, John Goodman, Bob Hoskins","$6,144,806","UK, Germany, USA",Kevin Spacey,"Biography, Drama, Music",English,46,Lions Gate Films,PG-13,29 Dec 2004,118 min,movie,"Kevin Spacey, Lewis Colick",2004,tt0363473,6.7,"13,504"
6303921248,Pride and Prejudice,"Jennifer Ehle, Colin Firth, Susannah Harker, Julia Sawalha",,UK,N/A,"Drama, Romance",English,N/A,,TV-PG,14 Jan 1996,327 min,series,N/A,1995,tt0112130,9.0,"59,988"
B003L20ICE,The Kids Are All Right,"Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska","$20,803,237",USA,Lisa Cholodenko,"Comedy, Drama, Romance",English,86,Focus Features,R,30 Jul 2010,106 min,movie,"Lisa Cholodenko, Stuart Blumberg",2010,tt0842926,7.1,"116,054"
B002TOJOY8,Good Hair,"Tanya Crumel, Kevin Kirk, Jason Griggers, Maya Angelou","$4,061,847",USA,Jeff Stilson,"Documentary, Comedy",English,72,Roadside Attractions,PG-13,23 Oct 2009,96 min,movie,"Lance Crouther, Paul Marchand (ghostwriter), Chris Rock, Chuck Sklar, Jeff Stilson",2009,tt1213585,6.9,"4,960"
076784744X,Hanging Up,"Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau",N/A,"Germany, USA",Diane Keaton,"Comedy, Drama",English,33,Sony Pictures Home Entertainment,PG-13,18 Feb 2000,94 min,movie,"Delia Ephron (book), Delia Ephron (screenplay), Nora Ephron (screenplay)",2000,tt0162983,4.8,"10,661"
B002OVED88,The Accidental Husband,"Uma Thurman, Jeffrey Dean Morgan, Colin Firth, Sam Shepard",N/A,"USA, Ireland",Griffin Dunne,"Comedy, Romance","English, Hindi, German",N/A,Yari Film Group,PG-13,29 Feb 2008,90 min,movie,"Mimi Hare, Clare Naylor, Bonnie Sikowitz",2008,tt0809504,5.6,"20,581"
630193296X,Howling II: ... Your Sister Is a Werewolf,"Christopher Lee, Annie McEnroe, Reb Brown, Marsha A. Hunt",N/A,"UK, USA",Philippe Mora,"Horror, Thriller",English,N/A,HBO Video,R,01 Jan 1986,91 min,movie,"Gary Brandner (novel), Robert Sarno (screenplay), Gary Brandner (screenplay)",1985,tt0089308,3.4,"5,031"
B0007P0Y7C,Elektra,"Jennifer Garner, Goran Visnjic, Kirsten Prout, Will Yun Lee","$24,100,000","Canada, USA",Rob Bowman,"Action, Crime, Drama","English, Japanese",34,20th Century Fox,PG-13,14 Jan 2005,97 min,movie,"Mark Steven Johnson (motion picture characters), Frank Miller (comic book characters), Zak Penn, Stuart Zicherman, M. Raven Metzner",2005,tt0357277,4.8,"76,214"
0780622642,Lost in Space,"William Hurt, Mimi Rogers, Heather Graham, Lacey Chabert",N/A,USA,Stephen Hopkins,"Action, Adventure, Family",English,42,New Line Home Entertainment,PG-13,03 Apr 1998,130 min,movie,"Irwin Allen (television series), Akiva Goldsman",1998,tt0120738,5.1,"61,707"
B00AFEY354,The Perks of Being a Wallflower,"Logan Lerman, Dylan McDermott, Kate Walsh, Patrick de Ledebur","$14,900,000",USA,Stephen Chbosky,"Drama, Romance",English,67,Lionsgate Films,PG-13,12 Oct 2012,102 min,movie,"Stephen Chbosky (screenplay), Stephen Chbosky (book)",2012,tt1659337,8.0,"390,566"
B00005JLR2,Treasure Planet,"Roscoe Lee Browne, Corey Burton, Dane A. Davis, Joseph Gordon-Levitt","$38,120,554",USA,"Ron Clements, John Musker","Animation, Adventure, Family",English,60,Buena Vista Distribution Compa,PG,27 Nov 2002,95 min,movie,"Robert Louis Stevenson (based on the novel ""Treasure Island"" by), Ron Clements (screenplay by), John Musker (screenplay by), Rob Edwards (screenplay by), Ron Clements (animation story by), John Musker (animation story by), Ted Elliott (animation story by), Terry Rossio (animation story by)",2002,tt0133240,7.1,"80,223"
B000EHQTT0,Mortuary,"Dan Byrd, Denise Crosby, Stephanie Patton, Alexandra Adi",N/A,USA,Tobe Hooper,"Horror, Mystery, Thriller",English,N/A,Echo Bridge Entertainment,R,N/A,94 min,movie,"Jace Anderson, Adam Gierasch",2005,tt0415167,4.0,"4,841"
1559409002,Carnival of Souls,"Candace Hilligoss, Frances Feist, Sidney Berger, Art Ellison",N/A,USA,Herk Harvey,"Horror, Mystery",English,N/A,Herts-Lion International Corp.,PG,02 Nov 1962,78 min,movie,John Clifford (written: ),1962,tt0055830,7.2,"15,365"
0783241917,End of Days,"Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney, Kevin Pollak",N/A,USA,Peter Hyams,"Action, Fantasy, Horror","English, Latin",33,Universal Pictures,R,24 Nov 1999,121 min,movie,Andrew W. Marlowe,1999,tt0146675,5.7,"94,706"
