title,asin,year,vfx,genres,runtimes,production_companies,rating,votes,directors
A Bug's Life,6305327025,1998,False,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",95,"['Pixar Animation Studios', 'Walt Disney Pictures']",7.2,228929.0,"['John Lasseter', 'Andrew Stanton']"
'Crocodile' Dundee II,6301217985,1988,True,"['Action', 'Adventure', 'Comedy']",108,"['Paramount Pictures', 'Rimfire Films']",5.5,47094.0,['John Cornell']
McLintock!,6302753295,1963,False,"['Comedy', 'Romance', 'Western']",127,['Batjac Productions'],7.3,10201.0,['Andrew V. McLaglen']
Judge Dredd,1558908846,1995,True,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",96,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",5.5,95835.0,['Danny Cannon']
Long Day's Journey Into Night,6302484499,1962,False,['Drama'],174,['First Company'],7.8,3814.0,['Sidney Lumet']
In the Loop,B002T4GXUG,2009,False,['Comedy'],106,"['BBC Films', 'UK Film Council', 'Aramid Entertainment Fund']",7.5,47485.0,['Armando Iannucci']
Shrek the Third,B000UVKGPI,2007,False,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",93,"['DreamWorks Animation', 'Pacific Data Images (PDI)']",6.1,232260.0,"['Chris Miller', 'Raman Hui']"
Meet Dave,B001F7Q4IE,2008,True,"['Adventure', 'Comedy', 'Family', 'Romance', 'Sci-Fi']",90,"['Twentieth Century Fox', 'Regency Enterprises', 'Friendly Films', 'Guy Walks into a Bar Productions', 'Dune Entertainment', 'Deep River Productions']",4.9,33754.0,['Brian Robbins']
The Descent: Part 2,B0037E8HNI,2009,True,"['Adventure', 'Horror', 'Thriller']",94,['Celador Films'],5.8,35897.0,['Jon Harris']
Sense & Sensibility,0800141660,2008,False,"['Drama', 'Romance']",57::(1 Episode),['British Broadcasting Corporation'],8.1,8319.0,['John Alexander']
Runaway,B000004918,1984,True,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",99,"['TriStar Pictures', 'Delphi III Productions']",5.9,9363.0,['Michael Crichton']
Jeff Dunham: Spark of Insanity,B000S6LS66,2007,False,"['Documentary', 'Comedy']",80,['Levity Productions'],8.1,3574.0,['Michael Simon']
Killing Zoe,6303323200,1993,True,"['Crime', 'Thriller']",96,"['Davis-Films', 'Live Entertainment', 'PFG Entertainment']",6.5,18070.0,['Roger Avary']
Commando,6305364664,1985,True,"['Action', 'Adventure', 'Thriller']",90,"['SLM Production Group', 'Silver Pictures', 'Twentieth Century Fox']",6.7,122913.0,['Mark L. Lester']
The Last Boy Scout,0790734591,1991,True,"['Action', 'Comedy', 'Crime', 'Thriller']",105,"['Geffen Pictures', 'Silver Pictures', 'Warner Bros.']",6.9,80875.0,['Tony Scott']
The Expendables,B002ZG999U,2010,True,"['Action', 'Adventure', 'Thriller']",103,"['Millennium Films', 'Millennium Films', 'Nimar Studios', 'Rogue Marble']",6.5,290534.0,['Sylvester Stallone']
Sahara,B00005R23T,2005,True,"['Action', 'Adventure', 'Comedy', 'Thriller']",124,"['Paramount Pictures', 'Bristol Bay Productions', 'Baldwin Entertainment Group', 'J.K. Livin Productions', 'Desertlands Entertainment', 'Kanzaman', 'Babelsberg Film', 'Moguletta', 'Sahara Productions', 'Mace Neufeld Productions']",6.0,81955.0,['Breck Eisner']
Capote,B000E33VWW,2005,True,"['Biography', 'Crime', 'Drama', 'History']",114,"['Sony Pictures Classics', 'A-Line Pictures', ""Cooper's Town Productions"", 'Infinity Media', 'Eagle Vision', 'Manitoba Film & Sound', 'Manitoba Film and Video Production Tax Credit', 'Province of British Columbia Production Services Tax Credit', 'Capote Productions', 'Columbia Pictures', 'United Artists']",7.4,108996.0,['Bennett Miller']
Open Range,B0000TANUI,2003,True,"['Action', 'Drama', 'Romance', 'Western']",139,"['Touchstone Pictures', 'Cobalt Media Group', 'Beacon Pictures', 'Tig Productions']",7.5,57862.0,['Kevin Costner']
"Play It Again, Sam",6300216365,1972,False,"['Comedy', 'Romance']",85,"['Paramount Pictures', 'Rollins-Joffe Productions', 'APJAC Productions', 'Jack Rollins & Charles H. Joffe Productions']",7.7,21442.0,['Herbert Ross']
Short Circuit,6301744136,1986,True,"['Comedy', 'Family', 'Sci-Fi']",98,"['TriStar Pictures', 'Producers Sales Organization (PSO)', 'Turman-Foster Company']",6.6,47512.0,['John Badham']
The 39 Steps,B002XTBEDS,1935,True,"['Mystery', 'Thriller']",86,['Gaumont British Picture Corporation'],7.8,43308.0,['Alfred Hitchcock']
The Best Man Holiday,B00BPEJZEM,2013,True,"['Comedy', 'Drama']",123,"['Universal Pictures', 'Blackmaled Productions', 'Sean Daniel Company']",6.7,12396.0,['Malcolm D. Lee']
Punisher: The FanMovie,078401132X,2012,False,"['Short', 'Action']",,,,,['Daniele Nicolosi']
Old Dogs,B0034GK78C,2009,True,"['Comedy', 'Family']",USA:88,"['Walt Disney Pictures', 'Tapestry Films']",5.4,32855.0,['Walt Becker']
Archer: Season 4 - Archer Live,B003L77GI8,2013,False,"['Documentary', 'Short']",,['Trailer Park Productions'],,,
Iron Man Three,B008JFUO72,2013,True,"['Action', 'Adventure', 'Sci-Fi']",130,"['Marvel Studios', 'Paramount Pictures', 'DMG Entertainment', 'Illusion Entertainment', 'Taurus Studios']",7.2,611620.0,['Shane Black']
Herbie Fully Loaded,B00005JNUY,2005,True,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance', 'Sport']",101,"['Walt Disney Pictures', 'Robert Simonds Productions']",4.8,39373.0,['Angela Robinson']
The Woods,B000H5TH0W,2006,True,"['Horror', 'Mystery', 'Thriller']",91,"['United Artists', 'Cinerenta Medienbeteiligungs KG', 'Furst Films', 'Cinegreen Internationale Filmproduktionsgesellschaft mbH & Co. 1. Beteiligungs KG', 'SLS Video Productions']",5.7,9576.0,['Lucky McKee']
What the #$*! Do We (K)now!?,1582704414,2004,False,"['Documentary', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",109,"['Captured Light', 'Lord of the Wind']",5.3,12438.0,"['William Arntz', 'Betsy Chasse', 'Mark Vicente']"
'Angel': Season One,B00005JLEW,2003,True,"['Documentary', 'Short']",11,,8.4,79.0,
All That Money Can Buy,6302919517,1941,True,"['Comedy', 'Drama', 'Fantasy']",107,['William Dieterle Productions'],7.8,3761.0,['William Dieterle']
When in Rome,B003B3V0N4,2010,True,"['Comedy', 'Romance']",91,"['Touchstone Pictures', 'Krasnoff Foster Productions']",5.6,54217.0,['Mark Steven Johnson']
Shakespeare in Love,6305470448,1998,True,"['Comedy', 'Drama', 'History', 'Romance']",123,"['Universal Pictures', 'Miramax', 'Bedford Falls Company, The']",7.2,188429.0,['John Madden']
Going My Way,6300181545,1944,False,"['Comedy', 'Drama', 'Music', 'Musical']",126,['Paramount Pictures'],7.2,8347.0,['Leo McCarey']
Touch of Evil,1558804226,1958,False,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",95,['Universal International Pictures (UI)'],8.1,80570.0,['Orson Welles']
Cruising,6301640659,1980,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",102,"['CiP - Europaische Treuhand AG', 'Lorimar Film Entertainment']",6.4,14595.0,['William Friedkin']
Rollerball,0792838300,2002,True,"['Action', 'Sci-Fi', 'Sport']",98,"['Atlas Entertainment', 'Helkon Media', 'Metro-Goldwyn-Mayer', 'Mosaic Media Group', 'Toho-Towa', 'Yorktown Productions']",3.0,23090.0,['John McTiernan']
Grudge Match,B00HEQO9DM,2013,True,"['Comedy', 'Drama', 'Sport']",113,"['Callahan Filmworks', 'Gerber Pictures', 'RatPac-Dune Entertainment', 'Warner Bros.']",6.4,50537.0,['Peter Segal']
Open Water,B00064AE0G,2003,False,"['Adventure', 'Drama', 'Horror', 'Thriller']",79,['Plunge Pictures LLC'],5.7,45357.0,['Chris Kentis']
Cadillac Records,B001P3SA8U,2008,True,"['Biography', 'Drama', 'Music']",109,"['LightWave Entertainment', 'Parkwood Pictures', 'Sony Music Film']",7.0,16861.0,['Darnell Martin']
A Place in the Sun,6300215644,1951,False,"['Drama', 'Romance']",122,['Paramount Pictures'],7.8,16512.0,['George Stevens']
Anna Karenina,B008220C38,2012,True,"['Drama', 'Romance']",129,"['Universal Pictures', 'Focus Features', 'Working Title Films']",6.6,77878.0,['Joe Wright']
Connie and Carla,B00005JN1K,2004,True,"['Comedy', 'Crime', 'Music']",108,"['Universal Pictures', 'Spyglass Entertainment', 'CCLA Productions', 'Epsilon Motion Pictures']",6.3,7203.0,['Michael Lembeck']
Great Expectations,6300988805,1998,True,"['Drama', 'Romance']",111,"['Art Linson Productions', 'Twentieth Century Fox']",6.8,45508.0,['Alfonso Cuarón']
Arrebato,078060718X,1979,False,"['Drama', 'Fantasy', 'Horror', 'Mystery']",105,['Nicolás Astiarraga P.C.'],7.2,1484.0,['Iván Zulueta']
Another Day in Paradise,B00000IBKT,1998,True,"['Crime', 'Drama', 'Thriller']",101,['Chinese Bookie Pictures'],6.5,7550.0,['Larry Clark']
Star Trek the Original Series Fan Commentary,B001DHXT3Y,2016,False,['Sci-Fi'],55,['Scruffy Rebel'],,,['Victoria Schmidt']
Hunger,B001L7XND2,2008,True,"['Biography', 'Drama']",96,"['Film4', 'Channel Four Film', 'Northern Ireland Screen', 'Broadcasting Commission of Ireland', 'Wales Creative IP Fund', 'Blast! Films', 'Sound & Vision Broadcasting Funding Scheme']",7.6,56705.0,['Steve McQueen']
Angel Eyes,B00005NRO0,2001,True,"['Drama', 'Romance']",102,"['Franchise Pictures', 'Epsilon Motion Pictures', 'Canton Company, The', 'Angel Eyes Productions', 'AE Two Film Productions', 'Morgan Creek Entertainment Group']",5.6,20362.0,['Luis Mandoki']
Go,0767835093,1999,True,"['Comedy', 'Crime']",102,"['Columbia Pictures', 'Banner Entertainment', 'Saratoga Entertainment']",7.3,61732.0,['Doug Liman']
Irréversible,B00009W0U4,2002,False,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",97,"['120 Films', 'Canal+', 'Eskwad', 'Les Cinémas de la Zone', 'Nord-Ouest Productions', 'StudioCanal', 'Wild Bunch']",7.4,96165.0,['Gaspar Noé']
The Box,B001UV4XWY,2009,True,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",115,"['Warner Bros.', 'Radar Pictures', 'Media Rights Capital (MRC)', 'Darko Entertainment', 'Lin Pictures']",5.6,80924.0,['Richard Kelly']
The Lorax,B005LAIH4A,2012,True,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",86,"['Universal Pictures', 'Illumination Entertainment']",6.4,83841.0,"['Chris Renaud', 'Kyle Balda']"
42nd Street,6301964209,1933,False,"['Comedy', 'Musical', 'Romance']",89,['Warner Bros.'],7.6,8667.0,['Lloyd Bacon']
I Spit on Your Grave 2,B00DMUFXOS,2013,False,"['Crime', 'Horror', 'Thriller']",106,['Cinetel Films'],5.7,21354.0,['Steven R. Monroe']
The Adventures of Indiana Jones,0792158288,2016,False,"['Animation', 'Action', 'Adventure']",,,8.5,44.0,['Patrick Schoenmaker']
Reign of Fire,B00006JDVV,2002,True,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",101,"['Spyglass Entertainment', 'Touchstone Pictures', 'Tripod Entertainment', 'World 2000 Entertainment', 'Zanuck Company, The']",6.2,113889.0,['Rob Bowman']
Mysterious Skin,B000ATQYQU,2004,True,"['Drama', 'Mystery']",105,"['Antidote Films (I)', 'Desperate Pictures', 'Fortissimo Films']",7.7,60019.0,['Gregg Araki']
Temptation: Confessions of a Marriage Counselor,B00BEL4QFO,2013,True,"['Drama', 'Thriller']",111,"['Lionsgate', 'Tyler Perry Company, The']",5.0,10519.0,['Tyler Perry']
Yes Man,B001FB55LW,2008,True,"['Comedy', 'Romance']",104,"['Warner Bros.', 'Village Roadshow Pictures', 'Heyday Films', 'Zanuck Company, The']",6.8,291375.0,['Peyton Reed']
City Slickers,0792837258,1991,True,['Comedy'],113,"['Castle Rock Entertainment', 'Nelson Entertainment', 'Face Productions', 'Sultan Entertainment']",6.7,41675.0,['Ron Underwood']
Real Steel,B004A8ZWW4,2011,True,"['Action', 'Drama', 'Family', 'Sci-Fi', 'Sport']",127,"['DreamWorks', 'Touchstone Pictures', 'Reliance Entertainment', '21 Laps Entertainment', 'Angry Films', 'ImageMovers', 'Walt Disney Pictures']",7.1,269846.0,['Shawn Levy']
Mystic River,B0001ZX0OC,2003,True,"['Crime', 'Drama', 'Mystery', 'Thriller']",138,"['Warner Bros.', 'Village Roadshow Pictures', 'NPV Entertainment', 'Malpaso Productions']",8.0,364330.0,['Clint Eastwood']
Batman & Mr. Freeze: SubZero,079072880X,1998,False,"['Animation', 'Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",70,"['Warner Bros. Animation', 'Warner Bros.']",7.3,10338.0,['Boyd Kirkland']
"Paris, je t'aime",B000UVV26A,2006,True,"['Comedy', 'Drama', 'Romance']",120,"['Victoires International', 'Pirol Stiftung', 'Canal+', 'Arrival Cinema LLC', 'X-Filme Creative Pool']",7.3,65599.0,"['Olivier Assayas', 'Frédéric Auburtin', 'Emmanuel Benbihy', 'Gurinder Chadha', 'Sylvain Chomet', 'Ethan Coen', 'Joel Coen', 'Isabel Coixet', 'Wes Craven', 'Alfonso Cuarón', 'Gérard Depardieu', 'Christopher Doyle', 'Richard LaGravenese', 'Vincenzo Natali', 'Alexander Payne', 'Bruno Podalydès', 'Walter Salles', 'Oliver Schmitz', 'Nobuhiro Suwa', 'Daniela Thomas', 'Tom Tykwer', 'Gus Van Sant']"
Blind Date,B00005UER6,1987,True,"['Comedy', 'Romance']",95,"['TriStar Pictures', 'Blake Edwards Entertainment', 'Delphi V Productions', 'ML Delphi Premier Productions', 'Permut Presentations']",5.9,18013.0,['Blake Edwards']
Sleepers,0790729393,1996,True,"['Crime', 'Drama', 'Thriller']",147,"['Astoria Films', 'Baltimore Pictures', 'Polygram Filmed Entertainment', 'Propaganda Films', 'Warner Bros.']",7.6,164818.0,['Barry Levinson']
The Gates of Hell,6304435096,2008,False,"['Horror', 'Thriller']",88,"['Cascade Films', 'Rapidfire Productions']",4.4,126.0,['Kelly Dolen']
Call Northside 777,6303102506,1948,False,"['Drama', 'Film-Noir']",112,['Twentieth Century Fox'],7.4,6768.0,['Henry Hathaway']
Pi,0784011796,1998,True,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",84,"['Harvest Filmworks', 'Truth and Soul Pictures', 'Plantain Films', 'Protozoa Pictures']",7.5,152625.0,['Darren Aronofsky']
Top Secret,6300214354,1978,False,"['Adventure', 'Comedy', 'Drama']",100,"['Jemmin Inc.', 'Sheldon Leonard Productions']",4.8,39.0,['Paul Leaf']
The Message,6305020086,1976,False,"['Adventure', 'Biography', 'Drama', 'History', 'War']",177,['Filmco International Productions'],8.3,37301.0,['Moustapha Akkad']
The Amityville Horror,B000AA4JKW,2005,True,"['Drama', 'Horror', 'Mystery', 'Thriller']",90,"['Metro-Goldwyn-Mayer (MGM)', 'Dimension Films', 'Platinum Dunes', 'Radar Pictures']",6.0,92480.0,['Andrew Douglas']
"Runner, Runner",B00BEIYPN0,2016,True,"['Short', 'Drama']",,"['Little Bird', 'LittleBird Pictures']",,,['Nic Lewis']
A Farewell to Arms,6303934757,1932,True,"['Drama', 'Romance', 'War']",80,['Paramount Pictures'],6.6,3902.0,['Frank Borzage']
Bad Lieutenant,0784011559,1992,True,"['Crime', 'Drama', 'Thriller']",96,['Bad Lt. Productions'],7.1,32008.0,['Abel Ferrara']
Prom Night,B001AV3BWC,2008,True,"['Horror', 'Mystery']",88,"['Alliance', 'Newmarket Films', 'Original Film']",3.9,29636.0,['Nelson McCormick']
"Dude, Where's My Car?",B00003CXS7,2000,True,"['Comedy', 'Mystery', 'Sci-Fi']",83,"['Twentieth Century Fox', 'Alcon Entertainment']",5.5,122620.0,['Danny Leiner']
Pocahontas,0788803743,1995,False,"['Animation', 'Adventure', 'Drama', 'Family', 'Musical', 'Romance']",81,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",6.7,135621.0,"['Mike Gabriel', 'Eric Goldberg']"
The Bodyguard,0790729709,1992,True,"['Action', 'Drama', 'Music', 'Romance']",129,"['Kasdan Pictures', 'Tig Productions', 'Warner Bros.']",6.2,98852.0,['Mick Jackson']
Juice,630244327X,1992,True,"['Action', 'Crime', 'Drama', 'Thriller']",95,['Island World'],7.1,19023.0,['Ernest R. Dickerson']
What Lies Beneath,B00003CXI6,2000,True,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",130,"['DreamWorks', 'Twentieth Century Fox', 'ImageMovers']",6.6,104179.0,['Robert Zemeckis']
Dan in Real Life,B00118T632,2007,True,"['Comedy', 'Drama', 'Romance']",98,"['Touchstone Pictures', 'Focus Features', 'Jon Shestack Productions', 'Dan In Real Life Productions']",6.8,90291.0,['Peter Hedges']
De uanstændige,6305882010,1983,False,"['Comedy', 'Drama']",92,"['Edward Fleming Produktion', 'Obel Film', 'Thura Film']",5.1,177.0,['Edward Fleming']
Sink the Bismarck!,6301662725,1960,True,"['Action', 'Drama', 'History', 'War']",97,['Twentieth Century Fox'],7.2,5836.0,['Lewis Gilbert']
The Count of Monte Cristo,B000063W1R,2002,True,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']",131,"['Touchstone Pictures', 'Spyglass Entertainment', 'World 2000 Entertainment', 'Epsilon Motion Pictures', 'Count of Monte Cristo Ltd.']",7.7,112388.0,['Kevin Reynolds']
Boiler Room,0780631528,2000,False,"['Crime', 'Drama', 'Thriller']",120,"['New Line Cinema', 'Team Todd']",7.0,44105.0,['Ben Younger']
Passengers,B001P3SA9E,2016,True,"['Drama', 'Sci-Fi', 'Thriller']",116,"['Columbia Pictures', 'LStar Capital', 'Village Roadshow Pictures', 'Original Film', 'Company Films', 'Start Motion Pictures', 'Wanda Pictures']",7.0,249456.0,['Morten Tyldum']
Young Sherlock Holmes,6300214508,1985,True,"['Adventure', 'Fantasy', 'Mystery', 'Thriller']",109,"['Amblin Entertainment', 'Industrial Light & Magic', 'Paramount Pictures']",6.8,16063.0,['Barry Levinson']
The Adventures of Pluto Nash,B00003CXWS,2002,True,"['Comedy', 'Action', 'Sci-Fi']",95,"['Castle Rock Entertainment', 'Village Roadshow Pictures', 'NPV Entertainment', ""Mel's Cite du Cinema""]",3.8,21351.0,['Ron Underwood']
Frenzy,0783235682,1972,False,['Thriller'],116,"['Universal Pictures', 'Universal Pictures']",7.5,33981.0,['Alfred Hitchcock']
The Bounty,630347151X,1984,True,"['Action', 'Adventure', 'Drama', 'History', 'Romance']",132,"['Dino De Laurentiis Company', 'Bounty Productions Ltd.']",7.1,19792.0,['Roger Donaldson']
Lone Star,630422513X,1996,True,"['Drama', 'Mystery']",135,"['Columbia Pictures Corporation', 'Castle Rock Entertainment', 'Rio Dulce']",7.5,24666.0,['John Sayles']
Blast from the Past,0780626478,1999,True,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",112,"['Forge', 'Midnight Sun Pictures', 'New Line Cinema']",6.6,52506.0,['Hugh Wilson']
Gerry,B0000CBY1U,2002,True,"['Adventure', 'Drama', 'Mystery']",103,"['Epsilon Motion Pictures', 'My Cactus', 'Tango Films']",6.2,16018.0,['Gus Van Sant']
Chasing Amy,6304681526,1997,False,"['Comedy', 'Drama', 'Romance']",113,"['Too Askew Prod. Inc.', 'View Askew Productions']",7.3,120245.0,['Kevin Smith']
Hook,0767836324,1991,True,"['Adventure', 'Comedy', 'Family', 'Fantasy']",142,"['Amblin Entertainment', 'TriStar Pictures']",6.7,198155.0,['Steven Spielberg']
The Dark Knight Rises,B004LWZWGK,2012,True,"['Action', 'Thriller']",164,"['Warner Bros.', 'Legendary Entertainment', 'DC Entertainment', 'Syncopy', 'DC Comics']",8.4,1265857.0,['Christopher Nolan']
The General,6301931742,1926,True,"['Action', 'Adventure', 'Comedy', 'Drama', 'War', 'Western']",67,"['Buster Keaton Productions', 'Joseph M. Schenck Productions']",8.2,60591.0,"['Clyde Bruckman', 'Buster Keaton']"
The Lovely Bones,B001QOGYAO,2009,True,"['Drama', 'Fantasy', 'Thriller']",135,"['DreamWorks', 'Film4', 'WingNut Films', 'New Zealand Large Budget Screen Production Grant', 'Amblin Entertainment', 'Goldcrest Pictures', 'Key Creatives']",6.7,134186.0,['Peter Jackson']
The Conspirator,B004LWZVZC,2010,True,"['Crime', 'Drama', 'History']",122,"['American Film Company, The', 'Wildwood Enterprises']",6.9,25190.0,['Robert Redford']
It Came from Beneath the Sea,6303257372,1955,True,"['Horror', 'Sci-Fi']",79,"['Columbia Pictures Corporation', 'Clover Productions']",5.9,3887.0,['Robert Gordon']
The Last Mimzy,B000Q66FAW,2007,True,"['Drama', 'Family', 'Sci-Fi']",USA:90,"['New Line Cinema', 'Michael Phillips Productions']",6.3,19599.0,['Robert Shaye']
Real Women Have Curves,B00005JLXZ,2002,False,"['Comedy', 'Drama']",90,"['HBO Films', 'Newmarket Films', 'LaVoo Productions']",7.0,6274.0,['Patricia Cardoso']
Maid in Manhattan,B0000897EE,2002,True,"['Comedy', 'Drama', 'Romance']",105,"['Revolution Studios', 'Red Om Films', 'Hughes Entertainment', 'Shoelace Productions']",5.1,73503.0,['Wayne Wang']
84 Charing Cross Road,6302424739,1987,False,"['Biography', 'Drama', 'Romance']",100,"['Brooksfilms', 'Columbia Pictures Corporation']",7.5,6331.0,['David Hugh Jones']
Imprint,B000GI3RHY,2006,True,['Horror'],63,"['IDT Entertainment', 'Industry Entertainment', 'Kadokawa Herald Pictures', 'Kadokawa Pictures', 'Nice Guy Productions', 'Reunion Pictures']",7.0,6209.0,['Takashi Miike']
The Quiet Man,6302320488,1952,True,"['Comedy', 'Drama', 'Romance']",129,"['Republic Pictures (I)', 'Argosy Pictures']",7.9,29238.0,['John Ford']
The Final Judgement of Beavis,157330686X,1994,False,"['Animation', 'Comedy', 'Music']",,,8.3,78.0,['Mike Judge']
