title,asin,actors,binding,brand,directors,ean,edition,formatted_price,genre,isbn,label,manufacturer,price_and_currency,product_group,product_type_name,publication_date,publisher,region,release_date,running_time,sales_rank,studio,upc
"Batman: The Animated Series, Volume Two (DC Comics Classic Collection)",B0002ZMHWM,"[Kevin Conroy, Mark Hamill]",DVD,Warner Brothers,[Bruce Timm],9780790787527,,$16.69,Anime & Manga,0790787520,WarnerBrothers,WarnerBrothers,"(18.05, USD)",DVD,ABIS_DVD,,WarnerBrothers,US,2005-12-06,624,4175,WarnerBrothers,085393162528
Shampoo [VHS],6303686834,"[Warren Beatty, Julie Christie, Goldie Hawn, Lee Grant, Jack Warden]",VHS Tape,,[Hal Ashby],9786303686837,,$3.45,,6303686834,Sony Pictures,Sony Pictures,"(9.99, USD)",Video,ABIS_VIDEO,,Sony Pictures,US,1996-06-04,109,270840,Sony Pictures,043396605282
I Don't Know How She Does It,B004UXUWOW,"[Sarah Jessica Parker, Greg Kinnear, Pierce Brosnan, Christina Hendricks, Olivia Munn]",DVD,Anchor Bay Entertainment,[Douglas McGrath],0013132370194,,$1.99,,,The Weinstein Company,The Weinstein Company,"(9.7, USD)",DVD,ABIS_DVD,2012-09-25,The Weinstein Company,US,2012-01-03,90,24964,The Weinstein Company,013132370194
The King of Queens: Season 1,B0000CGNEC,"[Kevin James, Leah Remini, Victor Williams, Patton Oswalt, Larry Romano]",DVD,Sony,[Rob Schiller],9781404939059,,$5.83,,1404939059,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(9.96, USD)",DVD,ABIS_DVD,2003-11-18,Sony Pictures Home Entertainment,US,2003-11-18,561,36174,Sony Pictures Home Entertainment,043396016057
Wet Hot American Summer,B00005TPLI,"[Janeane Garofalo, David Hyde Pierce, Michael Showalter, Marguerite Moreau, Paul Rudd]",DVD,,[David Wain],0696306031420,,$29.99,,,Polygram USA Video,Polygram USA Video,"(29.99, USD)",DVD,ABIS_DVD,,Polygram USA Video,US,2002-01-15,97,196294,Polygram USA Video,696306031420
The Pirate Movie [VHS],B000006ND5,"[Kristy McNichol, Christopher Atkins, Ted Hamilton, Bill Kerr, Maggie Kirkpatrick]",VHS Tape,,[Ken Annakin],0086161118532,,,,,Twentieth Century Fox,Twentieth Century Fox,"(None, None)",Video,ABIS_VIDEO,,Twentieth Century Fox,US,1997-06-11,,762461,Twentieth Century Fox,086161118532
Matango: Attack of the Mushroom People,B00076ON28,"[Akira Kubo, Kumi Mizuno, Hiroshi Koizumi, Kenji Sahara, Hiroshi Tachikawa]",DVD,Media Blasters Inc.,[Ishirô Honda],9781586556198,,$24.99,,1586556193,Tokyo Shock,Tokyo Shock,"(24.99, USD)",DVD,ABIS_DVD,,Tokyo Shock,US,2005-03-15,89,52909,Tokyo Shock,631595050585
Nobody Knows,B000A5044C,"[Yûya Yagira, Ayu Kitaura, Hiei Kimura, Momoko Shimizu, Hanae Kan]",DVD,"YAGIRA,YUYA",[Hirokazu Koreeda],9780792867395,,$40.48,Drama,0792867394,MGM (Video & DVD),MGM (Video & DVD),"(40.48, USD)",DVD,ABIS_DVD,,MGM (Video & DVD),US,2005-09-13,141,54673,MGM (Video & DVD),027616928931
The Jack Bull [VHS],0783114583,"[John Cusack, John Goodman, L.Q. Jones, Miranda Otto, John C. McGinley]",VHS Tape,,[John Badham],9780783114583,VHS video,$2.33,,0783114583,Hbo Home Video,Hbo Home Video,"(2.33, USD)",Video,ABIS_VIDEO,1999-07-31,Hbo Home Video,US,2000-01-11,116,427711,Hbo Home Video,026359157431
American Tail [VHS],0783228503,"[Dom DeLuise, Christopher Plummer, Erica Yohn, Nehemiah Persoff, Amy Green]",VHS Tape,,[Don Bluth],9780783228501,,$3.80,,0783228503,Universal Studios,Universal Studios,"(3.8, USD)",Video,ABIS_VIDEO,,Universal Studios,US,2001-03-06,80,64255,Universal Studios,096898384230
Burnt By the Sun [VHS],630386905X,"[Nikita Mikhalkov, Ingeborga Dapkunaite, Oleg Menshikov, Nadezhda Mikhalkova, Vyacheslav Tikhonov]",VHS Tape,,[Nikita Mikhalkov],9780800180232,,$2.50,,0800180232,Sony Pictures Home E,Sony Pictures Home E,"(6.49, USD)",Video,ABIS_VIDEO,,Sony Pictures Home E,US,2000-02-15,135,358927,Sony Pictures Home E,043396415539
House of Cards Trilogy (House of Cards / To Play the King / The Final Cut),B00009MGGI,"[Ian Richardson, Michael Kitchen, Kitty Aldridge, Colin Jeavons, Diane Fletcher]",DVD,Warner Brothers,[],9780790777603,,$15.99,,0790777606,BBC Home Entertainment,BBC Home Entertainment,"(15.99, USD)",DVD,ABIS_DVD,,BBC Home Entertainment,US,2011-04-12,600,64721,BBC Home Entertainment,794051176523
Read My Lips,B00009OOFG,"[Olivier Gourmet, Emmanuelle Devos, Vincent Cassel]",DVD,,[Jacques Audiard],9781404934474,,$59.99,,1404934472,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(59.99, USD)",DVD,ABIS_DVD,,Sony Pictures Home Entertainment,US,2003-07-22,119,126243,Sony Pictures Home Entertainment,043396012004
Dreamscape,6305869103,"[Dennis Quaid, Max von Sydow, Christopher Plummer, Eddie Albert, Kate Capshaw]",DVD,Image Entertainment,[Joseph Ruben],9786305869108,DVD Video,$26.95,,6305869103,Image Entertainment,Image Entertainment,"(26.95, USD)",DVD,ABIS_DVD,2000-05-31,Image Entertainment,US,2000-06-06,99,91441,Image Entertainment,014381674521
The Guru,B000092OME,"[Heather Graham, Marisa Tomei, Jimi Mistry]",DVD,Universal,[Daisy von Scherler Mayer],9780783268743,,$3.45,,0783268742,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(9.99, USD)",DVD,ABIS_DVD,2013-04-02,Universal Studios Home Entertainment,US,2003-01-31,95,101228,Universal Studios Home Entertainment,025192198427
Divergent [DVD + Digital],B00GQQ75QO,"[Shailene Woodley, Theo James, Kate Winslet]",DVD,Lions Gate Entertainment,[],0031398198697,O-ring,$3.95,,,Lionsgate,Lionsgate,"(7.99, USD)",DVD,ABIS_DVD,2015-09-29,Lionsgate,US,2014-08-05,139,3324,Lionsgate,031398198697
Alien Nation - The Complete Series,B000BOH8Y6,"[Gary Graham, Eric Pierpoint, Michele Scarabelli, Lauren Woodland, Sean Six]",DVD,20TH Century Fox,"[Chuck Bowman, David Carson, Gwen Arner, Harry Longstreet, John McPherson]",0024543221692,,$22.91,,,20th Century Fox,20th Century Fox,"(27.51, USD)",DVD,ABIS_DVD,2009-03-24,20th Century Fox,US,2006-01-03,989,13762,20th Century Fox,024543221692
Too Big to Fail,B004EPYZDA,"[Paul Giamatti, Ed Asner, James Woods, William Hurt]",DVD,HBO HOME VIDEO,[],0883929206162,Standard Edition,$12.77,,,HBO Studios,HBO Studios,"(14.39, USD)",DVD,ABIS_DVD,2012-06-12,HBO Studios,US,2012-06-12,98,31757,HBO Studios,883929206162
Saints & Soldiers,B00080ETYA,"[Corbin Allred, Alexander Polinsky, Kirby Heyborne, Larry Bagby, Peter Holden]",DVD,,[Ryan Little],0072590647439,,$5.10,,,Excel Entertainment Group,Excel Entertainment Group,"(8.99, USD)",DVD,ABIS_DVD,2005-05-16,Excel Entertainment Group,US,2005-05-31,90,21241,Excel Entertainment Group,072590647439
Emperor And The White Snake [DVD],B0077MFBYO,[Jet Li],DVD,,"[Jet Li, Siu-Tung Ching]",5055002556975,,$3.57,,,,,"(3.57, USD)",DVD,ABIS_DVD,,,US,,100,503513,,
Day for Night [VHS],6300269124,"[Jacqueline Bisset, Jean-Pierre Léaud, François Truffaut, Valentina Cortese, Dani]",VHS Tape,,[François Truffaut],9786300269125,VHS video,$6.99,,6300269124,Warner Home Video,Warner Home Video,"(9.99, USD)",Video,ABIS_VIDEO,1989-06-30,Warner Home Video,US,1991-06-25,115,362591,Warner Home Video,085391113430
Performance [VHS],6300269094,"[James Fox, Mick Jagger, Anita Pallenberg, Michèle Breton, Ann Sidney]",VHS Tape,,"[Nicolas Roeg, Donald Cammell]",9786300269095,VHS video,$26.00,,6300269094,Warner Home Video,Warner Home Video,"(26, USD)",Video,ABIS_VIDEO,1986-11-30,Warner Home Video,US,1995-03-24,105,308315,Warner Home Video,085391113133
Wake of Death,B00069L0Y0,"[Jean-Claude Van Damme, Valerie Tian, Tony Schiena, Simon Yam]",DVD,Sony,[Philippe Martinez],9781404961036,,$18.98,,1404961038,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(19.95, USD)",DVD,ABIS_DVD,,Sony Pictures Home Entertainment,US,2004-12-28,90,131588,Sony Pictures Home Entertainment,043396063754
Boys Town [VHS],6301967682,"[Spencer Tracy, Mickey Rooney, Henry Hull, Leslie Fenton, Gene Reynolds]",VHS Tape,,[Norman Taurog],9786301967686,VHS video,$3.90,,6301967682,Warner Home Video,Warner Home Video,"(8.66, USD)",Video,ABIS_VIDEO,1989-11-30,Warner Home Video,US,1989-12-05,96,180396,Warner Home Video,027616385130
A Bug's Life [VHS],6305326940,"[Kevin Spacey, Dave Foley, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller]",VHS Tape,,"[Andrew Stanton, John Lasseter]",9786305326946,,$3.98,,0788813382,Walt Disney Home Video,Walt Disney Home Video,"(11.99, USD)",Video,ABIS_VIDEO,,Walt Disney Home Video,US,1999-04-20,95,39190,Walt Disney Home Video,786936088250
If Only [Region 2],B000ATUU4M,"[Jennifer Love Hewitt, Tom Wilkinson, Paul Nicholls, Lucy Davenport, Diana Hardcastle]",DVD,,[Gil Junger],,,$23.99,,,Universum Film,Universum Film,"(23.99, USD)",DVD,VIDEO_DVD,,Universum Film,US,,92,954698,Universum Film,
If [VHS],B00004WLUL,"[Malcolm McDowell, David Wood, Richard Warwick, Christine Noonan, Rupert Webster]",VHS Tape,,[Lindsay Anderson],0097360683837,,$15.01,,,Paramount,Paramount,"(17.99, USD)",Video,ABIS_DVD,,Paramount,US,1998-09-01,111,359398,Paramount,097360683837
The Temptations [VHS],6305300887,"[Charles Malik Whitfield, D.B. Woodside, Terron Brooks, Christian Payton, Leon]",VHS Tape,,[Allan Arkush],9786305300885,Edited Edition,$2.95,,6305300887,Evergreen Ent,Evergreen Ent,"(3, USD)",Video,ABIS_VIDEO,,Evergreen Ent,US,1999-03-23,150,186294,Evergreen Ent,707729903031
Private Benjamin (Full Screen Edition),6304696558,"[Goldie Hawn, Eileen Brennan, Armand Assante, Robert Webber, Sam Wanamaker]",DVD,Warner Manufacturing,[Howard Zieff],9780790732848,,$5.49,COMEDY,6304696558,WarnerBrothers,WarnerBrothers,"(9.99, USD)",DVD,ABIS_DVD,2010-09-28,WarnerBrothers,US,2004-02-03,110,12275,WarnerBrothers,085391107521
Santa Sangre [VHS],6301955595,"[Axel Jodorowsky, Blanca Guerra, Guy Stockwell, Thelma Tixou, Sabrina Dennison]",VHS Tape,,[Alejandro Jodorowsky],9786301955591,,$19.99,,6301955595,Expanded Entertainment,Expanded Entertainment,"(24.95, USD)",Video,ABIS_VIDEO,,Expanded Entertainment,US,1998-01-01,123,303557,Expanded Entertainment,017153356038
Wristcutters,B0012E2GFK,"[Shannyn Sossamon, Tom Waits, Patrick Fugit]",DVD,Vidmark/Trimark,[],0031398226987,,$5.69,Comedy,,Lions Gate,Lions Gate,"(9.69, USD)",DVD,ABIS_DVD,2009-01-27,Lions Gate,US,2008-03-25,88,18162,Lions Gate,031398226987
L.A. Story,078401163X,"[Steve Martin, Victoria Tennant, Richard E. Grant, Sarah Jessica Parker, Marilu Henner]",DVD,,[Mick Jackson],9780784011638,,$2.01,Romance,078401163X,Live / Artisan,Live / Artisan,"(7.18, USD)",DVD,ABIS_DVD,,Live / Artisan,US,1998-05-20,95,128189,Live / Artisan,012236047803
"The Mystery Science Theater 3000 Collection - The Essentials (Manos, the Hands of Fate / Santa Claus Conquers the Martians)",B0002M5TOI,"[Joel Hodgson, Michael J. Nelson, Trace Beaulieu, Kevin Murphy, John Call]",DVD,Ryko Distribution,"[Joel Hodgson, Harold P. Warren, Nicholas Webster]",0603497034420,,$24.99,,,Rhino Theatrical,Rhino Theatrical,"(24.99, USD)",DVD,ABIS_DVD,2004-01-01,Rhino Theatrical,US,2004-08-31,190,39290,Rhino Theatrical,603497034420
Mad Men: Season 4,B0038M2AOG,"[Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones]",DVD,Lionsgate,[],0031398127604,,$4.99,,,Lionsgate,Lionsgate,"(11.18, USD)",DVD,ABIS_DVD,2014-01-14,Lionsgate,US,2011-03-29,611,8202,Lionsgate,031398127604
Mo Better Blues [VHS],1558801871,"[Denzel Washington, Joie Lee]",VHS Tape,,[],9781558801875,VHS video,$2.50,,1558801871,Universal Studios,Universal Studios,"(3, USD)",Video,ABIS_VIDEO,1990-12-31,Universal Studios,US,1992-03-01,120,254014,Universal Studios,096898101332
Nothing To Lose,155890834X,"[Tim Robbins, Martin Lawrence, Patrick Cranshaw, Giancarlo Esposito, Rebecca Gayheart]",DVD,Buena Vista Home Video,[],9781558908345,DVD Video,$4.18,,155890834X,Touchstone Home Entertainment,Touchstone Home Entertainment,"(5.99, USD)",DVD,ABIS_DVD,2010-12-28,Touchstone Home Entertainment,US,1998-04-21,98,8102,Touchstone Home Entertainment,717951000354
Kingpin [VHS],0792841840,"[Woody Harrelson, Randy Quaid, Bill Murray, Vanessa Angel, Chris Elliott]",VHS Tape,,"[Bobby Farrelly, Peter Farrelly]",9780792841845,Special Edition,$2.96,,0792841840,MGM (Video & DVD),MGM (Video & DVD),"(2.96, USD)",Video,ABIS_VIDEO,,MGM (Video & DVD),US,1999-05-04,113,255999,MGM (Video & DVD),027616760838
Off the Map,B0009S4J1O,"[Joan Allen, J. D. Hawkins, Amy Brenneman, Valentina De Angelis, Sam Elliott]",DVD,"BRENNEMAN,AMY",[Campbell Scott],0043396060418,,$27.85,Kids & Family,,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(37.99, USD)",DVD,ABIS_DVD,,Sony Pictures Home Entertainment,US,2005-08-09,110,49209,Sony Pictures Home Entertainment,043396060418
Sci-Fi Classics 50 Movie Pack,B0001HAGU6,"[John Carradine, David Janssen, Richard Crane]",DVD,Mill Creek Entertainment,[],0132017553955,,$8.25,Science Fiction,,Mill Creek Entertainment,Mill Creek Entertainment,"(12.49, USD)",DVD,ABIS_DVD,2008-08-19,Mill Creek Entertainment,US,2006-04-07,3740,6142,Mill Creek Entertainment,132017553955
My Name Is Nobody [VHS],6302250196,"[Terence Hill, Henry Fonda, Jean Martin, R.G. Armstrong, Karl Braun]",VHS Tape,,[Tonino Valerii],9786302250190,,,Action & Adventure,6302250196,Kartes Video Communications,Kartes Video Communications,"(None, None)",Video,ABIS_VIDEO,1973-11-29,Kartes Video Communications,US,1989-08-23,115,343611,Kartes Video Communications,083227013701
This Must Be The Place (Blu-Ray+Libro),B0072Q4SWG,"[sean penn, frances mcdormand]",Blu-ray,,[paolo sorrentino],5051891078208,,$19.19,,,,,"(19.19, USD)",DVD,ABIS_DVD,,,US,,,421973,warnervideo,
Fallen Idol [VHS],6303241212,"[Ralph Richardson, Michele Morgon, Sonia Dredel]",VHS Tape,,[Carol Reed],9786303241210,VHS video,,,6303241212,Timeless Multimedia,Timeless Multimedia,"(None, None)",Video,ABIS_VIDEO,1999-01-31,Timeless Multimedia,US,1994-12-01,95,515451,Timeless Multimedia,020215516233
High School Musical 2 (Extended Edition),B000VAPZM2,"[Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu]",DVD,Walt Disney Studios Home Entertainment,[Kenny Ortega],0078693674037,Extended Edition,$2.95,Musicals,,Walt Disney Studios Home Entertainment,Walt Disney Studios Home Entertainment,"(9.99, USD)",DVD,ABIS_DVD,,Walt Disney Studios Home Entertainment,US,2007-12-11,111,2332,Walt Disney Studios Home Entertainment,786936740370
Somewhere,B003UESJLU,"[Elle Fanning, Stephen Dorff]",DVD,UNI DIST CORP. (MCA),[Sofia Coppola],0025192047695,Spotlight,$6.97,Drama,,Focus Features,Focus Features,"(9.46, USD)",DVD,ABIS_DVD,2013-02-26,Focus Features,US,2011-04-19,98,31963,Focus Features,025192047695
Things to Do in Denver [VHS],6304106041,"[Andy Garcia, Christopher Walken, Christopher Lloyd, William Forsythe, Bill Nunn]",VHS Tape,,[Gary Fleder],9786304106044,,$4.99,,0788805002,Walt Disney Video,Walt Disney Video,"(18, USD)",Video,ABIS_VIDEO,,Walt Disney Video,US,1997-07-01,115,340703,Walt Disney Video,786936618136
Penny Dreadful (After Dark Horrorfest),B000MEYKE6,"[Rachel Miner, Mimi Rogers, Chad Todhunter, Mickey Jones, Liz Davies]",DVD,Lions Gate,[Richard Brandes],0031398211204,,$4.44,,,Lions Gate,Lions Gate,"(9.99, USD)",DVD,ABIS_DVD,2007-08-28,Lions Gate,US,2007-03-27,92,59199,Lions Gate,031398211204
Leave it to Beaver - The Complete First Season,B000B7HZUK,[Jerry Mathers],DVD,"BILLINGSLEY,BARBARA","[James Neilson, Frederick De Cordova, Charles Barton, Jeffrey Hayden, Bretaigne Windust]",9781417072651,,$24.82,,1417072652,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(27.96, USD)",DVD,ABIS_DVD,,Universal Studios Home Entertainment,US,2005-11-22,2088,13552,Universal Studios Home Entertainment,025192911323
Cecil B Demented,B000053V7C,"[Melanie Griffith, Stephen Dorff]",DVD,,[],9780784018705,,$5.88,,0784018707,Live / Artisan,Live / Artisan,"(10.95, USD)",DVD,ABIS_DVD,,Live / Artisan,US,2001-01-23,88,150520,Live / Artisan,012236113584
Infection,B0007XBM8O,"[Michiko Hada, Mari Hoshino, Tae Kimura, Yôko Maki, Kaho Minami]",DVD,"HADA,MICHIKO",[Masayuki Ochiai],0031398174707,,$7.15,Horror,,Lions Gate,Lions Gate,"(9.99, USD)",DVD,ABIS_DVD,2007-05-22,Lions Gate,US,2005-05-17,98,71135,Lions Gate,031398174707
Crossfire Trail,B00005JXI9,"[Tom Selleck, Virginia Madsen, Wilford Brimley, David O'Hara, Christian Kane]",DVD,,[Simon Wincer],9780780634640,,$5.31,,0780634640,Warner Brothers,Warner Brothers,"(5.31, USD)",DVD,ABIS_DVD,,Warner Brothers,US,2001-07-10,92,114640,Warner Brothers,053939662221
Man with the Movie Camera,6305131104,[],DVD,Image Entertainment,[Dziga Vertov],9786305131106,DVD Video,$24.99,,6305131104,Image Entertainment,Image Entertainment,"(24.99, USD)",DVD,ABIS_DVD,1998-10-31,Image Entertainment,US,2002-02-26,68,130678,Image Entertainment,014381458923
Spy Hard [VHS],6304202725,"[Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden, Barry Bostwick]",VHS Tape,,[Rick Friedberg],9786304202722,VHS video,$8.99,,6304202725,Walt Disney Video,Walt Disney Video,"(8.99, USD)",Video,ABIS_VIDEO,1996-09-30,Walt Disney Video,US,1997-08-05,81,349581,Walt Disney Video,786936012682
Southern Comfort [VHS],B000059TFH,"[Keith Carradine, Powers Boothe, Fred Ward, Franklyn Seales, T.K. Carter]",VHS Tape,MGM Movie Time,[Walter Hill],9780792849438,,$9.99,,0792849434,Fox Home Entertainme,Fox Home Entertainme,"(9.99, USD)",Video,ABIS_VIDEO,,Fox Home Entertainme,US,2001-05-22,106,217733,Fox Home Entertainme,027616863157
The Omen Collection,B00004TS0J,"[Gregory Peck, Lee Remick, Harvey Stephens, William Holden, Lee Grant]",DVD,,"[Dominique Othenin-Girard, Don Taylor, Jorge Montesi, Mike Hodges, Richard Donner]",0024543004516,,$95.33,,,20th Century Fox,20th Century Fox,"(95.33, USD)",DVD,ABIS_DVD,,20th Century Fox,US,2001-09-04,423,76254,20th Century Fox,024543004516
Masterpiece Theatre: Mansfield Park,B000Z27HMW,"[Billie Piper, Blake Ritson, Jemma Redgrave Jane Austen]",DVD,WGBH BOSTON VIDEO,[Iain B. MacDonald],0783421421998,,$11.88,Mystery & Thrillers,,PBS,PBS,"(14.39, USD)",DVD,ABIS_DVD,2008-01-29,PBS,US,2008-01-29,90,10969,PBS,783421421998
Berserk! [VHS],6302807573,"[Joan Crawford, Ty Hardin, Diana Dors, Michael Gough, Judy Geeson]",VHS Tape,,[Jim O'Connolly],9786302807578,,$9.93,,6302807573,Sony Pictures,Sony Pictures,"(13.93, USD)",Video,ABIS_VIDEO,,Sony Pictures,US,1994-06-21,96,310208,Sony Pictures,043396606708
Smiles Of A Summer Night (The Criterion Collection),B0001UZZSQ,"[Ulla Jacobsson, Eva Dahlbeck, Harriet Andersson, Margit Carlqvist, Gunnar Björnstrand]",DVD,"BJORNSTRAND,GUNNAR",[Ingmar Bergman],9780780028715,,$17.97,Foreign,0780028716,Criterion,Criterion,"(17.97, USD)",DVD,ABIS_DVD,2004-11-29,Criterion,US,2004-05-25,108,69689,Criterion,037429193921
In This Our Life [VHS],6301968905,"[Bette Davis, Olivia de Havilland, George Brent, Dennis Morgan, Charles Coburn]",VHS Tape,,[John Huston],9786301968904,VHS video,$8.40,,6301968905,MGM (Warner),MGM (Warner),"(8.4, USD)",Video,ABIS_VIDEO,1990-02-28,MGM (Warner),US,1998-09-01,97,264886,MGM (Warner),027616180339
The Maiden Heist,B002NO4ISG,"[Joseph McKenna, Wynn Everett, Patricia Till, Marcia Harden, Bhavesh Patel]",DVD,Son,[Peter Hewitt],0043396309135,,$4.99,,,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(18.98, USD)",DVD,ABIS_DVD,,Sony Pictures Home Entertainment,US,2009-11-24,90,28565,Sony Pictures Home Entertainment,043396309135
Jerome Bixby's The Man from Earth,B000UYX4Q8,"[David Lee Smith, Tony Todd, John Billingsley, Alexis Thorpe, Richard Riehle]",DVD,STARZ HOME ENTERTAINMENT,[Richard Schenkman],0013131546699,,$49.34,Fantasy,,ANCHOR BAY,ANCHOR BAY,"(49.34, USD)",DVD,ABIS_DVD,2009-07-14,ANCHOR BAY,US,2007-11-13,90,37080,ANCHOR BAY,013131546699
The Opposite of Sex [VHS],0767809378,"[Christina Ricci, Martin Donovan, Lisa Kudrow, Lyle Lovett, Johnny Galecki]",VHS Tape,,[Don Roos],9780767809375,,$0.43,,0767809378,Sony Pictures Home E,Sony Pictures Home E,"(0.62, USD)",Video,ABIS_VIDEO,,Sony Pictures Home E,US,1998-10-14,105,468859,Sony Pictures Home E,043396018372
The Adventures of Sharkboy and Lavagirl in 3-D also includes 2d version,B000A6T2BM,"[Cayden Boyd, George Lopez, Kristin Davis, David Arquette, Taylor Lautner]",DVD,Buena Vista Home Video,[Robert Rodriguez],0786936292763,,$15.98,Action & Adventure,,Dimension,Dimension,"(36.57, USD)",DVD,ABIS_DVD,,Dimension,US,2005-09-20,93,43466,Dimension,786936292763
Anything Else,B00005JMON,"[Christina Ricci, Jason Biggs, Stockard Channing, David Conrad, Danny DeVito]",DVD,Dreamworks SKG TV,[Woody Allen],9780783295312,,$2.50,,0783295316,Dreamworks Video,Dreamworks Video,"(12.75, USD)",DVD,ABIS_DVD,2003-12-01,Dreamworks Video,US,2003-12-23,108,104365,Dreamworks Video,678149085228
David & Golimyr,B0011QC9E2,[John Schneider],DVD,Unknown,"[Nathan Smith, Chris Smith, Darin McDaniel]",0013131562996,No enhanced packaging,$0.49,Kids & Family,,ANCHOR BAY,ANCHOR BAY,"(5.2, USD)",DVD,ABIS_DVD,2008-03-04,ANCHOR BAY,US,2008-03-04,45,285081,ANCHOR BAY,013131562996
